12,./voice\miwa\condition4\c00_00.wav,0 days,0 days 00:00:11,33.54583,0.42231393,23.48104,25.24281,51.623295,28.142256,300.4412,108.79941,89.4199,73.10682,0.25041756,1.819703,0.04761622,0.06758207,0.30156344,0.25394723,8.357087,8.538163,5.86057,4.8281755,0.14201282,2.688349,10.898374,0.99662375,2.4729912,3.8093283,-6.827167,-1.9290618,-7.1443095,-1.6775638,0.069128186,1.2470037,2.1192546,0.6633414,1.4886103,4.1445975,7.7889047,1.6356678,22.333769,0.6800147,581.01697,0.44846925,1126.692,0.22871202,-177.02419,-0.33926064,1604.9597,0.1678617,1032.6648,0.3379045,-172.39381,-0.35790443,2648.6968,0.1184313,897.8846,0.39954638,-173.47755,-0.3400406,-14.010149,-1.0287852,27.02806,0.49237332,0.01699664,2.9926264,-0.008234629,-1.9724851,0.5138149,1.3603778,19.528044,0.802011,4.3587837,3.9618683,3.4262736,6.1665387,2.2158613,7.1727014,-10.821718,20.515993,0.006315352,-0.014413188,0.07277468,1.0009099,1.5769944,0.09117647,0.12062983,0.4888889,0.8633134,-35.22159,0.200000003,2,1,1,1
12,./voice\miwa\condition4\c00_01.wav,0 days,0 days 00:00:11,27.202686,0.44224867,19.505833,23.788298,32.34125,12.835419,477.9011,488.83157,223.16756,142.11572,0.21612051,1.8027772,0.044296972,0.059312414,0.21233028,0.1680333,12.852177,12.165924,9.996535,9.07912,0.14863648,2.7841382,11.306613,0.9157433,3.6591463,2.895435,-6.3757224,-1.8650523,-5.33768,-2.2530832,0.06771454,1.4869784,2.100193,0.5921153,-0.99653363,-5.4110293,-1.6839652,-7.61282,19.614388,0.9551691,626.3107,0.49242872,1106.2384,0.3186004,-171.60751,-0.38976565,1672.8757,0.22521594,933.727,0.38984653,-171.78075,-0.37443537,2703.6023,0.12853651,871.0881,0.46341604,-172.73878,-0.36047453,-13.369841,-1.0249745,23.315619,0.64591724,0.0548021,0.6263864,-0.015193277,-1.0589261,0.75970674,0.9748708,20.915016,0.87494004,10.659136,1.6886225,4.4749727,3.9770696,2.4117665,6.108816,-11.064785,22.57852,-0.003230485,-0.011991419,0.031149093,1.3648772,1.1882999,0.12615384,0.087225474,0.69230765,0.97785586,-31.236267,0.899999976,8,1,1,1
12,./voice\miwa\condition4\c01.wav,0 days,0 days 00:00:11,26.622213,0.3454107,20.759077,23.533175,31.94224,11.183163,431.71307,225.143,72.3554,36.49711,0.3644058,1.4982514,0.042528197,0.06592593,0.7608404,0.7183122,13.62055,10.092807,11.682383,8.807787,0.25532854,1.9199364,14.24842,0.79253775,6.2760324,1.9419974,-2.1742024,-7.350023,-3.6049342,-3.3215494,0.03271336,1.0631338,1.8059655,0.8068176,0.7567924,6.690592,0.44763845,23.76473,23.962795,0.6930643,584.8055,0.44248512,1142.5901,0.21431787,-143.09511,-0.6271013,1654.9111,0.1932463,916.80225,0.4656259,-146.4189,-0.5671155,2724.2988,0.11660357,891.82135,0.5586158,-147.29782,-0.5507726,-13.356152,-0.9732032,25.965757,0.46266365,0.062076118,0.6295824,-0.017241301,-1.2482877,0.7613947,0.788415,22.991804,0.64905983,13.666005,1.3627212,4.729017,5.489504,-2.7196553,-5.4714985,-10.266748,21.593393,0.001504041,-0.007940121,0.04649745,1.8198363,1.3711152,0.20466667,0.18711376,0.5006666,0.7506572,-27.503304,-0.200000003,8,1,1,1
12,./voice\miwa\condition4\c02.wav,0 days,0 days 00:00:11,27.858055,0.45684552,19.606445,22.94878,35.42916,15.822716,865.5491,1225.7632,145.0356,99.741554,0.5720856,1.2246062,0.045904957,0.13572483,1.3142414,1.2683364,12.142641,8.799716,9.983938,7.7438645,0.41329864,1.5801456,12.490509,1.3018135,4.94918,2.7228923,0.06926287,235.29959,0.60048807,18.825577,0.06546366,1.5669494,1.7155235,0.85505986,-0.33120394,-15.242382,1.190495,17.567305,19.20048,0.96898454,570.4193,0.48191717,1115.1681,0.29685593,-138.5131,-0.6535323,1621.2836,0.20277937,940.76404,0.45154318,-135.2179,-0.6418392,2665.1702,0.12293652,822.9117,0.5289115,-136.1948,-0.622766,-9.440501,-1.5955263,22.334036,0.5763414,0.06080417,0.58744824,-0.009716095,-2.5573864,0.96212286,0.8047726,20.612501,0.9953921,7.132627,2.517352,8.845373,2.2738683,1.191575,11.466028,-5.955958,19.177067,0.015166431,-0.001210851,0.10268854,2.365787,2.0128088,0.17136364,0.15006953,0.37,0.40845236,-25.56988,-0.100000001,8,1,1,1
12,./voice\miwa\condition4\c03.wav,0 days,0 days 00:00:12,30.431269,0.4632762,21.211535,23.368158,50.970352,29.758818,496.57574,522.9885,196.01456,304.857,0.5856134,1.2064421,0.043613885,0.19689147,1.3431318,1.2995179,14.729909,9.685643,12.261213,8.261264,0.3825382,1.5193528,8.418969,1.9924785,5.960686,2.1837037,2.0526803,8.35199,0.155959,68.627335,0.056998454,1.3695147,1.8135108,0.77506816,-0.10330749,-47.78392,-1.08397,-11.829411,18.030735,1.11281,576.27106,0.48575845,1009.018,0.3624395,-135.68213,-0.68667173,1611.9608,0.20996122,828.67816,0.44331834,-130.0384,-0.69522923,2688.0774,0.121275075,847.25433,0.514635,-130.71846,-0.6773082,-5.3695154,-2.9876318,18.660685,0.8164862,0.06555246,0.5416326,-0.009770677,-2.5585296,0.8795762,0.739972,13.449072,1.7280551,9.8594675,1.7818645,5.522842,4.4143896,1.6839899,7.736258,-6.4670415,16.570782,0.006267977,-0.003385872,0.085467145,2.6688907,1.5926237,0.22947368,0.16197704,0.359,0.66790646,-25.963787,-0.800000012,2,1,1,1
12,./voice\miwa\condition4\c04.wav,0 days,0 days 00:00:12,22.716072,0.3629578,18.764788,21.638504,25.322409,6.557621,264.3818,120.89438,59.778236,59.71778,0.5078152,1.3415489,0.044257212,0.099634804,1.04265,0.99839276,13.451307,9.141985,9.443056,6.7090836,0.37412265,1.6338606,12.315044,1.1821424,6.9052873,2.0517113,4.3785024,4.465709,-0.49459726,-27.055279,0.048732284,1.7884611,1.691572,0.90843344,0.36271712,13.744835,-0.7147813,-13.637955,22.34608,0.706843,534.1949,0.43527484,1129.7827,0.23404875,-130.41162,-0.7227638,1663.7968,0.1990791,777.27496,0.40347865,-133.19733,-0.65807015,2657.298,0.111452855,923.5768,0.48340732,-133.97058,-0.64183724,-13.320841,-0.8566278,23.011213,0.5168409,0.05133279,0.888316,-0.017170785,-1.1417117,0.8724852,0.79337776,22.318176,0.71192986,15.720638,0.9025438,17.136238,1.3754096,0.78632087,20.419418,-7.7669706,18.065908,-0.00226835,-0.003357697,0.0739765,1.8348625,1.350211,0.273125,0.27332944,0.54384613,0.88801026,-26.275095,0.899999976,2,1,1,1
12,./voice\miwa\condition4\c05.wav,0 days,0 days 00:00:11,27.028982,0.41006175,20.998255,22.094364,35.200626,14.202372,647.8077,882.4313,131.08855,99.85852,0.514565,1.2083805,0.0465914,0.12583302,1.0042124,0.957621,14.415415,11.273624,8.601708,7.088825,0.35057116,1.5171677,15.2989235,1.0204659,7.1430044,2.1555781,-0.82030594,-19.396753,-0.09463212,-135.41536,0.05837971,1.732801,1.4327818,0.8279033,1.0533224,4.8206205,0.70455545,12.438883,27.881548,0.6177942,578.29956,0.43308997,1216.4236,0.21614304,-128.16557,-0.73998433,1615.2379,0.19598427,956.28314,0.41973528,-128.87192,-0.69320047,2716.1123,0.11156263,824.1679,0.5241745,-132.05994,-0.6451536,-13.547659,-1.1099263,27.456072,0.50809366,0.060909554,0.53575414,-0.009496711,-1.947427,0.7554207,0.76967263,24.25358,0.74399036,12.471064,1.6978813,4.5426927,4.799253,4.670033,2.9475102,-8.590693,20.457577,0.003800509,-0.008324966,0.10677584,1.9108281,1.8382353,0.19899999,0.22438583,0.3405263,0.43420193,-25.966133,-0.800000012,2,1,1,1
12,./voice\miwa\condition4\c06.wav,0 days,0 days 00:00:12,27.861542,0.46565947,20.155048,22.613712,40.386868,20.23182,791.0719,841.233,140.08055,163.03792,0.4531838,1.3304546,0.04427109,0.11086955,0.9302275,0.8859564,14.763146,9.500839,11.680595,10.780444,0.34605384,1.6327406,11.131489,1.0898588,6.7440453,1.9884086,0.82167906,24.116982,-3.4619017,-4.0880013,0.0624842,1.7065198,1.8267444,0.7364787,-0.25877813,-18.789827,1.4291347,10.670434,18.748716,0.7319516,564.3783,0.438003,1071.0872,0.24903677,-145.19524,-0.60502505,1659.2035,0.17087132,899.5668,0.53204435,-143.13628,-0.5871264,2674.2883,0.11332786,784.9274,0.5008171,-142.57242,-0.58809865,-8.861703,-1.5088505,19.11912,0.582843,0.056236215,0.71026725,-0.014366411,-1.5132293,0.8858514,0.72764575,15.796385,0.9675681,11.998158,1.6168809,12.106026,2.320718,-0.34450486,-48.53797,-9.876861,20.564274,0.002914578,-0.009522953,0.09236788,2.2518766,2.0151134,0.14958332,0.13700606,0.39099997,0.68968755,-28.14462,0.600000024,8,1,1,1
12,./voice\miwa\condition4\c07.wav,0 days,0 days 00:00:11,26.456001,0.40126175,20.634212,22.790934,28.54742,7.913208,630.4532,590.38324,217.29381,245.14877,0.49133506,1.256272,0.04895115,0.123681426,1.0352474,0.9862963,14.246279,9.092923,11.18242,8.349152,0.35001004,1.5752944,12.259431,1.1332781,3.9422534,3.5981991,1.1923621,14.653547,1.081241,9.400934,0.069224045,1.6833069,1.8399161,0.7357827,0.009213153,488.13095,0.35911095,31.289045,21.222162,0.8506141,581.5487,0.48387983,1098.605,0.23104228,-135.92818,-0.67643636,1647.667,0.21123154,852.7165,0.39142677,-136.45181,-0.63567317,2711.8115,0.11844547,786.47626,0.45616046,-137.98225,-0.6109163,-10.110335,-1.3447819,22.079607,0.59665316,0.05113153,0.73459464,-0.010951708,-1.7413454,0.84408146,0.71546996,18.937796,0.95789313,10.240465,1.8289579,8.860023,2.6300092,0.22651112,47.33123,-5.117851,17.011057,0.007502972,-0.001314928,0.086329564,2.6387625,2.197802,0.14416666,0.12328545,0.3295238,0.45087722,-27.762556,-0.100000001,8,1,1,1
12,./voice\miwa\condition4\c08.wav,0 days,0 days 00:00:12,29.939478,0.4863758,20.44214,23.122007,48.488495,28.046354,452.02994,415.25128,208.1969,285.5612,0.63641286,1.0693434,0.048420668,0.30163404,1.256335,1.2079144,16.797537,11.388663,11.324577,7.9955626,0.44503838,1.3178991,10.675474,1.6917692,4.6238847,2.753391,1.6394824,9.633694,0.55508626,17.960285,0.06735462,1.5610433,1.7398456,0.73585385,-1.365635,-3.7537942,-0.59258175,-19.093891,18.557608,0.98883325,596.61975,0.5698332,1059.9639,0.34121263,-125.835724,-0.74440247,1611.3695,0.2342478,870.10443,0.47871476,-123.28286,-0.7322713,2694.1023,0.12528114,802.3948,0.49503052,-124.534355,-0.7028146,-6.804197,-2.2291882,19.700583,0.7832266,0.06327264,0.58762485,-0.009946317,-1.9934927,0.8718446,0.7091095,14.199365,1.7492377,8.77044,1.761843,4.793142,4.1902885,-1.1837003,-9.781414,-6.1796136,16.85318,0.01587715,-0.003031972,0.13254614,2.8356965,2.2613065,0.17962962,0.12606527,0.295,0.39711174,-26.983557,-0.200000003,0,1,1,1
